988	6950
152	5580
4867	79600
6138	6159
1910	2865
3832	9700
5880	9138
2932	5516
1387	10498
1650	7841
6229	6230
1289	7373
113130	151648
5862	5870
6139	6155
6205	23521
3915	11098
4283	6364
6155	6176
4724	4726
11017	22826
23322	121441
8992	127124
55066	57546
23122	23332
8491	10746
7042	83706
51602	55759
1232	4986
2817	6382
7424	8828
6426	220988
6176	6228
6233	9045
6230	63931
6201	6227
6137	6173
1490	25937
4793	5704
7311	126433
6159	6173
3619	10403
25942	57690
6167	6222
4736	6173
6173	6203
6205	6223
6201	6234
5515	6500
4706	4725
2597	5315
6194	25873
3192	27316
6434	7919
5707	10577
6165	6209
6752	283869
6206	6218
6790	55165
3178	3609
4694	4710
4242	4853
8341	8970
4512	4536
26005	80184
2247	3685
6142	6224
1233	94235
11218	79084
1559	2326
6193	6227
64792	92104
3920	6836
1269	8698
3304	10963
4641	5879
9221	25885
6144	6168
6143	6231
3688	3918
671	1991
6144	6176
4735	79867
3688	7045
2242	6237
6230	6233
6189	9349
8452	9870
2197	55176
8301	9341
6228	6232
3675	4233
9886	221472
1058	9133
3918	9459
4088	5054
991	5905
6206	6208
6146	6230
4116	6165
26531	344892
6161	6229
10574	10575
2222	4047
2157	27095
8581	27076
6132	6204
10618	79571
22948	84617
8661	8672
1387	6667
1213	8976
3931	23659
6202	23521
11014	11015
2841	8698
4540	4694
3109	3122
7311	89910
10885	27340
163	26130
2071	9014
6210	9349
26224	283807
6233	9732
7311	8295
5710	51686
26019	51121
4736	6176
55142	203068
22930	25782
4670	220988
22954	55236
23030	51588
1639	24137
6137	6154
6129	6159
2792	138883
1233	5196
6142	6164
3619	23047
6165	6173
5439	5451
2071	2967
5747	7852
6189	7311
23020	27316
2222	3422
4700	4726
6169	9349
2178	7398
3635	5579
1994	27316
6143	6193
1236	5443
1994	3609
399	7409
3561	5599
9493	9833
4736	23521
3190	7536
1364	137075
3183	6428
1175	5878
329	7316
6129	6133
6159	6222
6141	6176
23412	51725
6130	6169
1956	54206
6628	8683
8334	440689
5725	10594
10772	10949
1490	7004
1329	4726
9371	9493
5435	5441
6233	7189
9742	23059
1286	84570
1289	5118
999	3918
4240	5954
3698	3827
26525	84639
377	51014
7175	57122
7514	23039
6160	6232
6155	6168
57405	79682
5528	57405
6156	6235
6152	6161
23160	56902
6158	6160
4173	7298
6161	140801
7311	23586
6130	6193
624	339403
5869	51715
974	1445
332	9700
5692	5710
51639	84844
3062	64106
79050	317781
27241	166379
3133	6672
6154	6159
1462	8542
23047	55143
1173	5962
1781	57545
6158	6223
2535	4919
8243	10274
322	333
5433	6426
6477	9627
4116	51639
26589	29093
26190	140459
6152	6218
11190	26005
55629	65110
6143	6202
1991	6037
5425	6117
81930	151246
859	6442
6432	6628
388	23526
6141	6202
3015	79682
5516	5523
23304	29945
9791	81490
1956	5579
