553	3062
1004	1016
116	94235
6209	140801
6138	6227
6133	6135
6205	6229
3856	3866
7316	91445
4666	6137
51234	56851
6146	6206
727	259287
6128	6233
904	5431
6613	79902
2042	2044
2268	4301
891	1033
3106	10475
83597	135924
2034	84962
6189	6202
6165	6173
6233	8945
83540	259266
988	10574
6156	6228
7316	10552
6745	23471
3913	5954
1302	1306
830	5048
54677	83752
6374	27198
54778	84231
1994	10498
6194	6209
102	1495
25909	57122
6175	23521
4035	5159
1933	6227
6234	23521
6144	6161
51645	57819
6132	7311
6122	6136
391	394
138803	344892
3320	10787
29763	54874
197	462
6426	6432
10890	51552
6154	6155
2207	199675
3611	6790
6233	51592
6636	6637
9700	23122
3055	6503
1902	63940
5082	10574
345	4036
5684	5687
6155	11224
5781	7525
5880	7454
6167	6233
10236	11193
2788	2863
5000	7311
4992	344892
1062	10112
55252	55777
3062	64106
54620	84231
3181	5725
2695	2784
6122	6207
64928	219927
4709	51079
6154	6201
3185	3192
4700	4708
890	55165
8453	9320
6210	6222
9354	84085
23291	26091
5438	27258
1340	1347
1605	55624
399	1894
4725	29796
10663	56923
9295	10250
7421	11198
6118	10459
6152	6235
6788	60485
5872	23265
6387	50837
57545	121441
9188	84172
9793	23279
1495	8394
6130	6234
9801	64965
2740	5746
1933	7178
6135	6230
6175	6230
6601	6605
6138	51187
6155	6203
3683	10857
5266	6707
1605	5829
4519	4540
3915	10130
3685	5795
1829	2125
5566	23332
5718	6790
6194	23521
5795	9522
6181	6208
10112	10540
6130	10399
6176	7311
11137	51388
1551	1555
6233	56254
23524	51639
393	11015
6143	6158
6160	6173
338	5948
4953	51686
3512	100423062
3690	3791
5528	79172
2197	6133
2197	3921
6631	27258
64963	64976
3921	9136
251	137797
6134	6202
6176	23521
8544	10787
3921	6136
1121	5869
6160	6223
701	9793
51264	65003
6156	8667
6130	6133
11176	64426
2359	94235
2048	3055
830	6711
6128	6218
3434	5610
4172	4175
6169	6235
7298	10403
6169	140801
1314	9527
6124	6161
9601	10130
6157	6169
5347	9493
6147	6157
7175	10250
23511	55746
720	721
1230	83756
6222	53918
3838	4343
6122	6234
7283	22897
6224	6727
3912	54972
1088	338339
23014	56995
11014	55605
53354	60490
4540	374291
4734	83737
3105	6890
10189	79902
10413	60485
945	3903
7536	27316
1435	4924
2740	59350
81	7791
3192	11338
3688	375790
9604	23291
2072	7158
6635	6636
1642	79913
1350	7381
3685	7525
8969	8970
3921	6130
3669	4939
3635	3718
10552	100526693
1781	5861
1058	5528
54575	54600
3055	9844
8334	85236
6181	6232
10250	11338
5706	6790
6224	9887
5526	6249
1933	6155
2243	2266
6204	25873
3512	57050
4809	11325
6218	6222
871	1303
4736	6161
1445	5829
2800	4905
6160	11224
6827	51755
3304	9531
695	5777
1108	3094
286	6708
6430	27316
1915	6122
1981	6234
6156	6170
2197	6135
1660	3192
3909	4233
8673	10970
1717	6307
6147	6230
6206	7311
3054	4899
1810	26009
6233	83987
7375	8717
186	84539
6159	6202
2790	7204
116	5739
2946	2948
9277	51010
813	3491
6129	6189
6556	196527
1908	2865
3688	5829
6175	6210
9793	84131
6169	23049
2197	6152
2197	6139
2833	83756
8087	9444
695	3055
3122	3123
7994	9219
5872	53917
1933	6201
2916	346562
3105	5696
10970	338339
6249	81930
4988	84539
6157	6164
4541	91942
6755	339403
4715	4718
6137	6233
51098	83658
3112	114876
22905	51429
2788	55970
2623	2811
389	7204
4254	5777
6143	6201
6237	10235
1337	1347
2923	7184
566	4353
6890	6891
64318	79954
8365	653604
10640	23265
6169	6209
5451	23248
375	1314
4952	9562
6643	58533
6207	9045
50835	56923
988	5062
6207	6224
1241	56413
3646	26986
5731	94235
334	3915
6144	11224
6130	6161
84261	154881
6233	9341
2841	64805
50831	56923
11218	55746
2131	2817
8453	22954
6272	11319
7153	56992
3192	10921
3084	5781
1906	1956
6176	6201
6128	6207
5725	220988
10022	259292
11102	55127
22918	53831
7454	10787
9690	154881
156	301
6181	6227
1195	57396
6144	6157
4736	6205
6422	7474
5217	55740
114	1814
64928	64979
2358	53829
917	1759
5501	25936
8356	440689
4008	22954
90	659
64781	340485
1118	3417
6429	84950
1676	3836
2243	9715
9793	84902
1395	79924
6146	140801
5660	55970
8697	65264
10112	24137
1315	29127
5694	5695
1431	4191
1048	171169
6155	140801
4057	6709
11167	84141
1435	3490
2189	7517
2912	4852
1994	10949
6232	23521
64284	401409
6233	27327
5741	122876
974	1445
6169	6173
4738	5715
6500	142689
6208	23049
5589	23193
6194	6235
6230	6232
10959	50999
6346	83756
10236	10949
5155	83706
9700	10403
974	3635
830	29127
1855	81839
5693	10213
4710	4724
6165	6218
3178	6434
23275	23509
9870	26091
972	3127
1453	8945
6222	9349
2197	6160
9611	23097
6631	6635
22981	57545
6124	6133
5528	81930
399	26084
3013	8334
5928	192670
3619	51143
4736	5339
6135	6165
5179	283869
23279	55746
6132	6727
6139	6167
3191	9128
2792	388531
8688	54474
5528	23279
3916	5660
7514	23279
5725	10594
351	6370
8453	84085
8074	29106
1233	5473
2185	3685
991	64750
5862	10890
5529	6249
719	8895
680	64106
400	57511
2071	8450
4171	4172
1991	6709
336	2266
6203	6229
2993	2994
6230	23049
5441	6629
10902	54617
4695	4725
4069	8635
996	51088
9277	51118
6168	11224
966	79090
6147	6193
6154	9349
2770	55970
6428	7307
6189	6232
7756	64149
51503	84844
108	283869
2922	4923
6124	6139
4173	81620
3921	6201
3920	55754
55127	79954
6181	51187
6709	51014
521	29796
6635	11157
11235	25843
6144	6209
6432	6632
174	51156
6170	140801
3017	8349
595	891
2036	57669
10155	90233
55014	126003
7412	388646
4839	6156
10293	200845
8329	317772
6155	6201
1435	3371
3190	27316
1783	24137
6500	10920
10274	10403
3320	57545
3187	55696
4033	5547
22897	653784
3113	7535
891	1062
9585	29127
29974	403314
2064	6233
727	50838
100	4907
5584	56288
5880	7409
388962	654483
6144	6181
2956	6117
377	830
6194	9349
1793	9844
3157	4598
1022	55840
5984	23649
2635	5371
5330	60675
6155	6168
1349	10975
26284	64965
3635	5579
699	6241
8349	653604
5170	7249
64963	92399
28959	55365
1058	9833
6168	6228
51023	51649
5435	5439
338	2153
3882	8687
3655	3688
5869	10254
1477	24148
23658	27316
2054	8673
196883	285601
5330	55970
23122	57551
7272	10733
813	6790
462	2243
6224	25873
5048	151246
2833	6346
7311	84133
4540	4694
51388	84916
4125	5657
6147	6223
10523	11100
5438	51503
2776	27334
6233	221937
1281	4060
5694	7979
11245	55970
1347	1350
3921	6189
391	55843
3921	6160
5054	7424
9752	56141
10841	200895
2064	3320
24137	81930
3376	4677
10403	55143
4999	23595
25978	51652
121504	126961
5094	9416
1398	3320
23601	160364
1781	10112
1129	4852
1816	4160
6138	9045
55832	90293
6129	6193
84464	201254
6154	6235
6202	9349
6147	6164
163	1601
6206	6233
25879	56902
26118	51088
2197	9045
183	846
3181	10594
8729	9276
90025	91694
6434	220988
6203	6207
4867	80184
3687	22918
9867	53339
4694	4701
1857	27130
9611	23118
3836	3838
6142	6230
10254	51652
2318	54751
3619	9793
6144	6204
1129	4543
3122	7535
6207	7178
6173	6208
1161	5887
4712	4724
991	151246
3007	3024
25897	55175
1660	5725
9276	57410
26263	92912
5571	8655
4343	27327
6170	6202
174	3827
4519	4539
23160	25885
6194	6204
6133	6202
6207	6218
372	1315
2768	2790
1946	1969
6205	25873
6176	51187
3181	220988
6231	25873
26268	57531
6169	6181
1398	6461
114	259285
2888	5584
6125	6202
996	4734
3190	10657
394	11015
353139	353142
1956	54206
4040	8322
6161	7178
2769	5335
867	5290
7525	9844
26224	283807
56995	84085
11127	29127
7311	23521
6194	27340
2865	6863
1639	10112
6921	55284
3866	144501
983	29127
5660	326624
966	11322
8881	63891
4171	5426
5879	10458
9045	11224
2803	90196
6233	9045
7272	64151
1050	7124
1956	55914
3854	9119
102	813
3921	25873
87	6714
2132	2817
892	9477
6142	6234
25909	55746
3111	3119
8661	728689
719	945
6157	6207
1965	1973
2623	3674
51079	126328
945	100049587
6135	6204
2864	9002
109	2358
695	5336
9493	55165
1398	3685
2207	3903
1793	7525
10236	10291
316	4837
187	94235
3313	5903
833	4677
6157	6229
1062	6232
2353	2354
1969	6714
6144	6164
1314	8729
1938	6142
5699	23198
2222	6721
1121	51715
8329	653604
9716	10921
4701	7388
6206	6232
1933	6128
51728	79622
2865	6288
259	3698
4694	27089
891	9183
5433	55197
3071	5829
9978	285231
5335	10920
940	50943
6206	6228
2185	3320
6205	6209
8329	8341
6836	29927
2519	11098
6159	6168
6202	9045
302	383
595	4609
7204	8976
3937	7454
3903	79895
7532	653784
4298	6830
23122	23279
3852	3868
8683	10569
54998	64979
5660	7852
9604	83737
55055	151246
983	7272
6235	11224
7204	10316
2305	5518
9585	10112
5652	6692
131873	256076
5717	10575
6161	6167
351	5340
5879	100423062
8976	51429
8615	10959
988	5985
23279	57551
10849	25885
6206	6218
6206	6227
5111	10535
1933	6230
6175	6194
10523	11338
6138	6164
54821	81930
64106	347148
830	51014
10926	63967
8648	9282
988	10592
6124	6158
26190	140459
6709	6711
7415	23526
6133	6169
10772	10949
1107	23186
351	63940
1453	6235
26146	28981
4694	4713
1000	56975
6161	6223
6137	6223
163	8027
6133	6224
55143	57405
9557	57804
6518	84329
5693	5705
161	6233
57545	80184
27229	55755
11338	84271
9021	140462
1291	10491
3309	10130
7058	9507
991	5347
6147	6156
1880	57413
5747	8976
8356	653604
1937	6189
6181	140801
9491	200734
6138	6167
25831	57154
83540	220134
11190	203068
6135	6229
3913	10970
6181	6204
1660	51692
3850	3860
5869	8411
6144	6193
11190	121441
6173	7311
4713	4715
5566	57787
3921	6133
6139	6144
7520	79840
3192	5093
8453	9820
27125	79577
5862	57403
6790	55165
53981	348995
6138	6193
3123	55824
84962	126374
11275	283807
6234	9349
6232	7178
399	257106
5861	10484
1551	1576
121504	653604
833	2617
6138	6141
8351	121504
6144	11340
521	4694
6164	7458
5516	151246
7153	23397
830	9371
10342	10427
1660	1994
1911	23028
699	3619
5861	10540
5868	57403
377	1781
6632	11157
6741	9533
3184	6427
5739	94235
1453	10121
5707	10213
8945	90293
6189	6229
864	64750
6672	10475
988	8243
142	56655
3832	51203
6144	9349
51639	84844
4712	4713
3191	9987
9636	11274
26043	51122
6233	51132
1956	2064
6170	9349
6194	6223
23291	197131
3717	4352
2914	3350
6133	6155
81697	344892
640	974
9662	10733
1933	6124
5610	11274
6228	6235
966	9276
3688	7424
6132	6218
55166	57405
6135	7311
26224	84085
6500	9604
3685	3688
1660	51729
890	9787
3619	9700
6202	6227
11218	79084
5725	9128
5685	5705
6698	6707
3127	7535
2239	10082
9493	81930
1915	6147
335	4036
9533	112495
1933	4736
1329	1350
8698	55970
5119	51652
22984	26155
140460	197131
3945	4200
1660	3609
6136	6218
4436	23028
55720	84172
2935	6164
3672	3688
